Gene_ID	human_gene_ID	TaxID	gene_symbol	human_gene_symbol	unique_human_gene_ID	unique_human_gene_symbol	HGNC_ID	unique_HGNC_ID
107508	2058	10090	Eprs1	EPRS1	2058	EPRS1	HGNC:3418	HGNC:3418
107515	55366	10090	Lgr4	LGR4	55366	LGR4	HGNC:13299	HGNC:13299
107522	9718	10090	Ece2	ECE2	9718	ECE2	HGNC:13275	HGNC:13275
107568	11059	10090	Wwp1	WWP1	11059	WWP1	HGNC:17004	HGNC:17004
107585	1735	10090	Dio3	DIO3	1735	DIO3	HGNC:2885	HGNC:2885
107586	58495	10090	Ovol2	OVOL2	58495	OVOL2	HGNC:15804	HGNC:15804
107587	116039	10090	Osr2	OSR2	116039	OSR2	HGNC:15830	HGNC:15830
107589	4638	10090	Mylk	MYLK	4638	MYLK	HGNC:7590	HGNC:7590
107607	10392	10090	Nod1	NOD1	10392	NOD1	HGNC:16390	HGNC:16390
107650	5298	10090	Pi4kb	PI4KB	5298	PI4KB	HGNC:8984	HGNC:8984
107656	3857	10090	Krt9	KRT9	3857	KRT9	HGNC:6447	HGNC:6447
107702	6050	10090	Rnh1	RNH1	6050	RNH1	HGNC:10074	HGNC:10074
107723	9990	10090	Slc12a6	SLC12A6	9990	SLC12A6	HGNC:10914	HGNC:10914
107732	124995	10090	Mrpl10	MRPL10	124995	MRPL10	HGNC:14055	HGNC:14055
107746	2889	10090	Rapgef1	RAPGEF1	2889	RAPGEF1	HGNC:4568	HGNC:4568
107747	10840	10090	Aldh1l1	ALDH1L1	10840	ALDH1L1	HGNC:3978	HGNC:3978
107751	644168	10090	Drgx	DRGX	644168	DRGX	HGNC:21536	HGNC:21536
107765	27063	10090	Ankrd1	ANKRD1	27063	ANKRD1	HGNC:15819	HGNC:15819
107766	23498	10090	Haao	HAAO	23498	HAAO	HGNC:4796	HGNC:4796
107770	53345	10090	Tm6sf2	TM6SF2	53345	TM6SF2	HGNC:11861	HGNC:11861
107771	4609	10090	Bmyc	MYC	4609	MYC	HGNC:7553	HGNC:7553
107817	23210	10090	Jmjd6	JMJD6	23210	JMJD6	HGNC:19355	HGNC:19355
107823	7468	10090	Nsd2	NSD2	7468	NSD2	HGNC:12766	HGNC:12766
107829	8563	10090	Thoc5	THOC5	8563	THOC5	HGNC:19074	HGNC:19074
107831	575	10090	Adgrb1	ADGRB1	575	ADGRB1	HGNC:943	HGNC:943
107849	5617	10090	Prl2c5	PRL	5617	PRL	HGNC:9445	HGNC:9445
107869	1491	10090	Cth	CTH	1491	CTH	HGNC:2501	HGNC:2501
107889	9247	10090	Gcm2	GCM2	9247	GCM2	HGNC:4198	HGNC:4198
107895	4249	10090	Mgat5	MGAT5	4249	MGAT5	HGNC:7049	HGNC:7049
107932	1108	10090	Chd4	CHD4	1108	CHD4	HGNC:1919	HGNC:1919
107934	1951	10090	Celsr3	CELSR3	1951	CELSR3	HGNC:3230	HGNC:3230
107951	1025	10090	Cdk9	CDK9	1025	CDK9	HGNC:1780	HGNC:1780
107970	3010	10090	H1f6	H1-6	3010	H1-6	HGNC:4720	HGNC:4720
107975	55690	10090	Pacs1	PACS1	55690	PACS1	HGNC:30032	HGNC:30032
107976	9577	10090	Babam2	BABAM2	9577	BABAM2	HGNC:1106	HGNC:1106
107986	1643	10090	Ddb2	DDB2	1643	DDB2	HGNC:2718	HGNC:2718
107993	8419	10090	Bfsp2	BFSP2	8419	BFSP2	HGNC:1041	HGNC:1041
107995	991	10090	Cdc20	CDC20	991	CDC20	HGNC:1723	HGNC:1723
108000	1063	10090	Cenpf	CENPF	1063	CENPF	HGNC:1857	HGNC:1857
108013	56853	10090	Celf4	CELF4	56853	CELF4	HGNC:14015	HGNC:14015
108015	1143	10090	Chrnb4	CHRNB4	1143	CHRNB4	HGNC:1964	HGNC:1964
108030	8825	10090	Lin7a	LIN7A	8825	LIN7A	HGNC:17787	HGNC:17787
108037	6472	10090	Shmt2	SHMT2	6472	SHMT2	HGNC:10852	HGNC:10852
108052	6563	10090	Slc14a1	SLC14A1	6563	SLC14A1	HGNC:10918	HGNC:10918
108058	817	10090	Camk2d	CAMK2D	817	CAMK2D	HGNC:1462	HGNC:1462
108068	2912	10090	Grm2	GRM2	2912	GRM2	HGNC:4594	HGNC:4594
108069	2913	10090	Grm3	GRM3	2913	GRM3	HGNC:4595	HGNC:4595
108071	2915	10090	Grm5	GRM5	2915	GRM5	HGNC:4597	HGNC:4597
108072	2916	10090	Grm6	GRM6	2916	GRM6	HGNC:4598	HGNC:4598
108073	2917	10090	Grm7	GRM7	2917	GRM7	HGNC:4599	HGNC:4599
108078	4973	10090	Olr1	OLR1	4973	OLR1	HGNC:8133	HGNC:8133
108079	5563	10090	Prkaa2	PRKAA2	5563	PRKAA2	HGNC:9377	HGNC:9377
108096	6579	10090	Slco1a5	SLCO1A2	6579	SLCO1A2	HGNC:10956	HGNC:10956
108099	51422	10090	Prkag2	PRKAG2	51422	PRKAG2	HGNC:9386	HGNC:9386
108100	10458	10090	Baiap2	BAIAP2	10458	BAIAP2	HGNC:947	HGNC:947
108114	10864	10090	Slc22a7	SLC22A7	10864	SLC22A7	HGNC:10971	HGNC:10971
108121	102724594;7307	10090	U2af1	LOC102724594;U2AF1	7307	U2AF1	HGNC:12453;HGNC:12453	HGNC:12453
108124	8775	10090	Napa	NAPA	8775	NAPA	HGNC:7641	HGNC:7641
108138	7518	10090	Xrcc4	XRCC4	7518	XRCC4	HGNC:12831	HGNC:12831
108143	6880	10090	Taf9	TAF9	6880	TAF9	HGNC:11542	HGNC:11542
108151	223117	10090	Sema3d	SEMA3D	223117	SEMA3D	HGNC:10726	HGNC:10726
108153	11173	10090	Adamts7	ADAMTS7	11173	ADAMTS7	HGNC:223	HGNC:223
108155	8473	10090	Ogt	OGT	8473	OGT	HGNC:8127	HGNC:8127
108156	4522	10090	Mthfd1	MTHFD1	4522	MTHFD1	HGNC:7432	HGNC:7432
108160	9130	10090	Fam50a	FAM50A	9130	FAM50A	HGNC:18786	HGNC:18786
108348108	3304;3303	10116	Hspa1b	HSPA1B;HSPA1A	3304	HSPA1B	HGNC:5233;HGNC:5232	HGNC:5233
108645	27430	10090	Mat2b	MAT2B	27430	MAT2B	HGNC:6905	HGNC:6905
108654	125228	10090	Fam210a	FAM210A	125228	FAM210A	HGNC:28346	HGNC:28346
108655	27086	10090	Foxp1	FOXP1	27086	FOXP1	HGNC:3823	HGNC:3823
108679	10920	10090	Cops8	COPS8	10920	COPS8	HGNC:24335	HGNC:24335
108682	84706	10090	Gpt2	GPT2	84706	GPT2	HGNC:18062	HGNC:18062
108686	55704	10090	Ccdc88a	CCDC88A	55704	CCDC88A	HGNC:25523	HGNC:25523
108689	79991	10090	Stn1	STN1	79991	STN1	HGNC:26200	HGNC:26200
108699	1123	10090	Chn1	CHN1	1123	CHN1	HGNC:1943	HGNC:1943
108705	754	10090	Pttg1ip	PTTG1IP	754	PTTG1IP	HGNC:13524	HGNC:13524
108723	84433	10090	Card11	CARD11	84433	CARD11	HGNC:16393	HGNC:16393
108737	9943	10090	Oxsr1	OXSR1	9943	OXSR1	HGNC:8508	HGNC:8508
108829	221037	10090	Jmjd1c	JMJD1C	221037	JMJD1C	HGNC:12313	HGNC:12313
108837	25998	10090	Ibtk	IBTK	25998	IBTK	HGNC:17853	HGNC:17853
108900	653820;728833;554282;729533	10090	Fam72a	FAM72B;FAM72D;FAM72C;FAM72A	729533	FAM72A	HGNC:24805;None;HGNC:30602;HGNC:24044	HGNC:24044
108902	11041	10090	B4gat1	B4GAT1	11041	B4GAT1	HGNC:15685	HGNC:15685
108907	51203	10090	Nusap1	NUSAP1	51203	NUSAP1	HGNC:18538	HGNC:18538
108911	55920	10090	Rcc2	RCC2	55920	RCC2	HGNC:30297	HGNC:30297
108912	157313	10090	Cdca2	CDCA2	157313	CDCA2	HGNC:14623	HGNC:14623
108954	84919	10090	Ppp1r15b	PPP1R15B	84919	PPP1R15B	HGNC:14951	HGNC:14951
108958	84895	10090	Miga2	MIGA2	84895	MIGA2	HGNC:23621	HGNC:23621
108960	3656	10090	Irak2	IRAK2	3656	IRAK2	HGNC:6113	HGNC:6113
108961	79733	10090	E2f8	E2F8	79733	E2F8	HGNC:24727	HGNC:24727
108989	7175	10090	Tpr	TPR	7175	TPR	HGNC:12017	HGNC:12017
109006	57019	10090	Ciapin1	CIAPIN1	57019	CIAPIN1	HGNC:28050	HGNC:28050
109019	64859	10090	Nabp1	NABP1	64859	NABP1	HGNC:26232	HGNC:26232
109032	3431	10090	Sp110	SP110	3431	SP110	HGNC:5401	HGNC:5401
109042	112464	10090	Cavin3	CAVIN3	112464	CAVIN3	HGNC:9400	HGNC:9400
109050	55924	10090	Inka2	INKA2	55924	INKA2	HGNC:28045	HGNC:28045
109095	29890	10090	Rbm15b	RBM15B	29890	RBM15B	HGNC:24303	HGNC:24303
109108	10463	10090	Slc30a9	SLC30A9	10463	SLC30A9	HGNC:1329	HGNC:1329
109151	80205	10090	Chd9	CHD9	80205	CHD9	HGNC:25701	HGNC:25701
109161	92912	10090	Ube2q2	UBE2Q2	92912	UBE2Q2	HGNC:19248	HGNC:19248
109181	9321	10090	Trip11	TRIP11	9321	TRIP11	HGNC:12305	HGNC:12305
109254	84830	10090	Adtrp	ADTRP	84830	ADTRP	HGNC:21214	HGNC:21214
109263	6018	10090	Rlf	RLF	6018	RLF	HGNC:10025	HGNC:10025
109264	10873	10090	Me3	ME3	10873	ME3	HGNC:6985	HGNC:6985
109270	55615	10090	Prr5	PRR5	55615	PRR5	HGNC:31682	HGNC:31682
109275	79913	10090	Actr5	ACTR5	79913	ACTR5	HGNC:14671	HGNC:14671
109294	80243	10090	Prex2	PREX2	80243	PREX2	HGNC:22950	HGNC:22950
109305	None	10090	Orai1	None	None	None	None	None
109331	56254	10090	Rnf20	RNF20	56254	RNF20	HGNC:10062	HGNC:10062
109332	64866	10090	Cdcp1	CDCP1	64866	CDCP1	HGNC:24357	HGNC:24357
109333	5586	10090	Pkn2	PKN2	5586	PKN2	HGNC:9406	HGNC:9406
109342	125206	10090	Slc5a10	SLC5A10	125206	SLC5A10	HGNC:23155	HGNC:23155
109552	6717	10090	Sri	SRI	6717	SRI	HGNC:11292	HGNC:11292
109575	347853	10090	Tbx10	TBX10	347853	TBX10	HGNC:11593	HGNC:11593
109593	55885	10090	Lmo3	LMO3	55885	LMO3	HGNC:6643	HGNC:6643
109594	4004	10090	Lmo1	LMO1	4004	LMO1	HGNC:6641	HGNC:6641
109620	1832	10090	Dsp	DSP	1832	DSP	HGNC:3052	HGNC:3052
109624	800	10090	Cald1	CALD1	800	CALD1	HGNC:1441	HGNC:1441
109648	4852	10090	Npy	NPY	4852	NPY	HGNC:7955	HGNC:7955
109652	95	10090	Acy1	ACY1	95	ACY1	HGNC:177	HGNC:177
109660	1506	10090	Ctrl	CTRL	1506	CTRL	HGNC:2524	HGNC:2524
109663	3227	10090	Hoxc11	HOXC11	3227	HOXC11	HGNC:5123	HGNC:5123
109676	287	10090	Ank2	ANK2	287	ANK2	HGNC:493	HGNC:493
109689	408	10090	Arrb1	ARRB1	408	ARRB1	HGNC:711	HGNC:711
109697	1357	10090	Cpa1	CPA1	1357	CPA1	HGNC:2296	HGNC:2296
109700	3672	10090	Itga1	ITGA1	3672	ITGA1	HGNC:6134	HGNC:6134
109711	87	10090	Actn1	ACTN1	87	ACTN1	HGNC:163	HGNC:163
109731	4129	10090	Maob	MAOB	4129	MAOB	HGNC:6834	HGNC:6834
109754	1727	10090	Cyb5r3	CYB5R3	1727	CYB5R3	HGNC:2873	HGNC:2873
109801	2739	10090	Glo1	GLO1	2739	GLO1	HGNC:4323	HGNC:4323
109815	55829	10090	Selenos	SELENOS	55829	SELENOS	HGNC:30396	HGNC:30396
109820	5225	10090	Pgc	PGC	5225	PGC	HGNC:8890	HGNC:8890
109857	874	10090	Cbr3	CBR3	874	CBR3	HGNC:1549	HGNC:1549
109880	673	10090	Braf	BRAF	673	BRAF	HGNC:1097	HGNC:1097
109889	7593	10090	Mzf1	MZF1	7593	MZF1	HGNC:13108	HGNC:13108
109901	1990	10090	Cela1	CELA1	1990	CELA1	HGNC:3308	HGNC:3308
109904	4168	10090	Mcf2	MCF2	4168	MCF2	HGNC:6940	HGNC:6940
109905	5906	10090	Rap1a	RAP1A	5906	RAP1A	HGNC:9855	HGNC:9855
109910	80829	10090	Zfp91	ZFP91	80829	ZFP91	HGNC:14983	HGNC:14983
109979	419	10090	Art3	ART3	419	ART3	HGNC:725	HGNC:725
110006	2990	10090	Gusb	GUSB	2990	GUSB	HGNC:4696	HGNC:4696
110052	7913	10090	Dek	DEK	7913	DEK	HGNC:2768	HGNC:2768
110058	51760	10090	Syt17	SYT17	51760	SYT17	HGNC:24119	HGNC:24119
110074	1854	10090	Dut	DUT	1854	DUT	HGNC:3078	HGNC:3078
110075	651	10090	Bmp3	BMP3	651	BMP3	HGNC:1070	HGNC:1070
110082	1767	10090	Dnah5	DNAH5	1767	DNAH5	HGNC:2950	HGNC:2950
110095	5836	10090	Pygl	PYGL	5836	PYGL	HGNC:9725	HGNC:9725
110115	None	10090	Cyp11b1	None	None	None	None	None
110135	2244	10090	Fgb	FGB	2244	FGB	HGNC:3662	HGNC:3662
110147	10919	10090	Ehmt2	EHMT2	10919	EHMT2	HGNC:14129	HGNC:14129
110157	5894	10090	Raf1	RAF1	5894	RAF1	HGNC:9829	HGNC:9829
110196	2224	10090	Fdps	FDPS	2224	FDPS	HGNC:3631	HGNC:3631
110213	7009	10090	Tmbim6	TMBIM6	7009	TMBIM6	HGNC:11723	HGNC:11723
110279	613	10090	Bcr	BCR	613	BCR	HGNC:1014	HGNC:1014
110308	3852	10090	Krt5	KRT5	3852	KRT5	HGNC:6442	HGNC:6442
110310	3855	10090	Krt7	KRT7	3855	KRT7	HGNC:6445	HGNC:6445
110326	80835	10090	Tas1r1	TAS1R1	80835	TAS1R1	HGNC:14448	HGNC:14448
110351	5909	10090	Rap1gap	RAP1GAP	5909	RAP1GAP	HGNC:9858	HGNC:9858
110355	156	10090	Grk2	GRK2	156	GRK2	HGNC:289	HGNC:289
110385	5143	10090	Pde4c	PDE4C	5143	PDE4C	HGNC:8782	HGNC:8782
110391	5860	10090	Qdpr	QDPR	5860	QDPR	HGNC:9752	HGNC:9752
110446	38	10090	Acat1	ACAT1	38	ACAT1	HGNC:93	HGNC:93
110454	105375795	10090	Ly6a	LY6S	105375795	LY6S	HGNC:54397	HGNC:54397
110521	3096	10090	Hivep1	HIVEP1	3096	HIVEP1	HGNC:4920	HGNC:4920
110524	1609	10090	Dgkq	DGKQ	1609	DGKQ	HGNC:2856	HGNC:2856
110532	104	10090	Adarb1	ADARB1	104	ADARB1	HGNC:226	HGNC:226
110542	269	10090	Amhr2	AMHR2	269	AMHR2	HGNC:465	HGNC:465
110593	7799	10090	Prdm2	PRDM2	7799	PRDM2	HGNC:9347	HGNC:9347
110595	7079	10090	Timp4	TIMP4	7079	TIMP4	HGNC:11823	HGNC:11823
110596	64283	10090	Arhgef28	ARHGEF28	64283	ARHGEF28	HGNC:30322	HGNC:30322
110616	92552;4287	10090	Atxn3	ATXN3L;ATXN3	4287	ATXN3	HGNC:24173;HGNC:7106	HGNC:7106
110637	2900	10090	Grik4	GRIK4	2900	GRIK4	HGNC:4582	HGNC:4582
110639	5634	10090	Prps2	PRPS2	5634	PRPS2	HGNC:9465	HGNC:9465
110648	4009	10090	Lmx1a	LMX1A	4009	LMX1A	HGNC:6653	HGNC:6653
110651	6197	10090	Rps6ka3	RPS6KA3	6197	RPS6KA3	HGNC:10432	HGNC:10432
110749	8208	10090	Chaf1b	CHAF1B	8208	CHAF1B	HGNC:1911	HGNC:1911
110750	1434	10090	Cse1l	CSE1L	1434	CSE1L	HGNC:2431	HGNC:2431
110751	80332	10090	Adam33	ADAM33	80332	ADAM33	HGNC:15478	HGNC:15478
110784	4306	10090	Nr3c2	NR3C2	4306	NR3C2	HGNC:7979	HGNC:7979
110794	1053	10090	Cebpe	CEBPE	1053	CEBPE	HGNC:1836	HGNC:1836
110796	10194	10090	Tshz1	TSHZ1	10194	TSHZ1	HGNC:10669	HGNC:10669
110805	2304	10090	Foxe1	FOXE1	2304	FOXE1	HGNC:3806	HGNC:3806
110809	6426	10090	Srsf1	SRSF1	6426	SRSF1	HGNC:10780	HGNC:10780
110829	100288695;96626	10090	Lims1	LIMS4;LIMS3	96626	LIMS3	HGNC:39941;HGNC:30047	HGNC:30047
110834	1136	10090	Chrna3	CHRNA3	1136	CHRNA3	HGNC:1957	HGNC:1957
110842	2108	10090	Etfa	ETFA	2108	ETFA	HGNC:3481	HGNC:3481
110854	5524	10090	Ptpa	PTPA	5524	PTPA	HGNC:9308	HGNC:9308
110862	3786	10090	Kcnq3	KCNQ3	3786	KCNQ3	HGNC:6297	HGNC:6297
110876	6326	10090	Scn2a	SCN2A	6326	SCN2A	HGNC:10588	HGNC:10588
110877	6570	10090	Slc18a1	SLC18A1	6570	SLC18A1	HGNC:10934	HGNC:10934
110880	6329	10090	Scn4a	SCN4A	6329	SCN4A	HGNC:10591	HGNC:10591
110891	6543	10090	Slc8a2	SLC8A2	6543	SLC8A2	HGNC:11069	HGNC:11069
110893	6547	10090	Slc8a3	SLC8A3	6547	SLC8A3	HGNC:11070	HGNC:11070
110911	8760	10090	Cds2	CDS2	8760	CDS2	HGNC:1801	HGNC:1801
110920	6782	10090	Hspa13	HSPA13	6782	HSPA13	HGNC:11375	HGNC:11375
110935	525	10090	Atp6v1b1	ATP6V1B1	525	ATP6V1B1	HGNC:853	HGNC:853
110954	6134	10090	Rpl10	RPL10	6134	RPL10	HGNC:10298	HGNC:10298
111175	55825	10090	Pecr	PECR	55825	PECR	HGNC:18281	HGNC:18281
112400	3084	10116	Nrg1	NRG1	3084	NRG1	HGNC:7997	HGNC:7997
112405	54583	10090	Egln1	EGLN1	54583	EGLN1	HGNC:1232	HGNC:1232
112406	112398	10090	Egln2	EGLN2	112398	EGLN2	HGNC:14660	HGNC:14660
112407	112399	10090	Egln3	EGLN3	112399	EGLN3	HGNC:14661	HGNC:14661
112417	None	10090	Ugt2b37	None	None	None	None	None
11287	None	10090	Pzp	None	None	None	None	None
11298	15	10090	Aanat	AANAT	15	AANAT	HGNC:19	HGNC:19
113002583	112441434	10090	Shld3	SHLD3	112441434	SHLD3	HGNC:53826	HGNC:53826
11302	9625	10090	Aatk	AATK	9625	AATK	HGNC:21	HGNC:21
11303	19	10090	Abca1	ABCA1	19	ABCA1	HGNC:29	HGNC:29
11304	24	10090	Abca4	ABCA4	24	ABCA4	HGNC:34	HGNC:34
11307	9619	10090	Abcg1	ABCG1	9619	ABCG1	HGNC:73	HGNC:73
11308	10006	10090	Abi1	ABI1	10006	ABI1	HGNC:11320	HGNC:11320
11350	25	10090	Abl1	ABL1	25	ABL1	HGNC:76	HGNC:76
11363	33	10090	Acadl	ACADL	33	ACADL	HGNC:88	HGNC:88
11364	34	10090	Acadm	ACADM	34	ACADM	HGNC:89	HGNC:89
11370	37	10090	Acadvl	ACADVL	37	ACADVL	HGNC:92	HGNC:92
113868	30	10090	Acaa1a	ACAA1	30	ACAA1	HGNC:82	HGNC:82
113894	8878	10116	Sqstm1	SQSTM1	8878	SQSTM1	HGNC:11280	HGNC:11280
113898	25824	10116	Prdx5	PRDX5	25824	PRDX5	HGNC:9355	HGNC:9355
113906	26353	10116	Hspb8	HSPB8	26353	HSPB8	HGNC:30171	HGNC:30171
113912	65078	10116	Rtn4r	RTN4R	65078	RTN4R	HGNC:18601	HGNC:18601
113931	51450	10116	Prrx2	PRRX2	51450	PRRX2	HGNC:21338	HGNC:21338
113937	29121	10116	Clec2d	CLEC2D	29121	CLEC2D	HGNC:14351	HGNC:14351
113948	583	10116	Bbs2	BBS2	583	BBS2	HGNC:967	HGNC:967
113955	10457	10116	Gpnmb	GPNMB	10457	GPNMB	HGNC:4462	HGNC:4462
113976	2182	10116	Acsl4	ACSL4	2182	ACSL4	HGNC:3571	HGNC:3571
113983	5307	10116	Pitx1	PITX1	5307	PITX1	HGNC:9004	HGNC:9004
113984	7026	10116	Nr2f2	NR2F2	7026	NR2F2	HGNC:7976	HGNC:7976
113992	54658	10116	Ugt1a6	UGT1A1	54658	UGT1A1	HGNC:12530	HGNC:12530
114004	94274	10116	Ppp1r14a	PPP1R14A	94274	PPP1R14A	HGNC:14871	HGNC:14871
114022	51022	10116	Glrx2	GLRX2	51022	GLRX2	HGNC:16065	HGNC:16065
114024	2181	10116	Acsl3	ACSL3	2181	ACSL3	HGNC:3570	HGNC:3570
114031	10272	10116	Fstl3	FSTL3	10272	FSTL3	HGNC:3973	HGNC:3973
11409	35	10090	Acads	ACADS	35	ACADS	HGNC:90	HGNC:90
114090	1959	10116	Egr2	EGR2	1959	EGR2	HGNC:3239	HGNC:3239
114099	10800	10116	Cysltr1	CYSLTR1	10800	CYSLTR1	HGNC:17451	HGNC:17451
114104	56624;653308	10116	Asah2	ASAH2;ASAH2B	56624	ASAH2	HGNC:18860;HGNC:23456	HGNC:18860
114105	2921	10116	Cxcl2	CXCL3	2921	CXCL3	HGNC:4604	HGNC:4604
114106	53630	10116	Bco1	BCO1	53630	BCO1	HGNC:13815	HGNC:13815
114108	27295	10116	Pdlim3	PDLIM3	27295	PDLIM3	HGNC:20767	HGNC:20767
114109	1482	10116	Nkx2-5	NKX2-5	1482	NKX2-5	HGNC:2488	HGNC:2488
114110	2324	10116	Flt4	FLT4	2324	FLT4	HGNC:3767	HGNC:3767
114111	7424	10116	Vegfc	VEGFC	7424	VEGFC	HGNC:12682	HGNC:12682
114114	10059	10116	Dnm1l	DNM1L	10059	DNM1L	HGNC:2973	HGNC:2973
114121	57018	10116	Ccnl1	CCNL1	57018	CCNL1	HGNC:20569	HGNC:20569
114122	1462	10116	Vcan	VCAN	1462	VCAN	HGNC:2464	HGNC:2464
114125	10683	10116	Dll3	DLL3	10683	DLL3	HGNC:2909	HGNC:2909
114128	55353	10090	Laptm4b	LAPTM4B	55353	LAPTM4B	HGNC:13646	HGNC:13646
114142	93986	10090	Foxp2	FOXP2	93986	FOXP2	HGNC:13875	HGNC:13875
11419	41	10090	Asic1	ASIC1	41	ASIC1	HGNC:100	HGNC:100
114207	6261	10116	Ryr1	RYR1	6261	RYR1	HGNC:10483	HGNC:10483
114208	6498	10116	Skil	SKIL	6498	SKIL	HGNC:10897	HGNC:10897
11421	1636	10090	Ace	ACE	1636	ACE	HGNC:2707	HGNC:2707
114212	11200	10116	Chek2	CHEK2	11200	CHEK2	HGNC:16627	HGNC:16627
114213	30062	10116	Rax	RAX	30062	RAX	HGNC:18662	HGNC:18662
114215	3640	10116	Insl3	INSL3	3640	INSL3	HGNC:6086	HGNC:6086
114229	84634	10090	Kiss1r	KISS1R	84634	KISS1R	HGNC:4510	HGNC:4510
11423	43	10090	Ache	ACHE	43	ACHE	HGNC:108	HGNC:108
114230	23746	10090	Aipl1	AIPL1	23746	AIPL1	HGNC:359	HGNC:359
114243	27035	10116	Nox1	NOX1	27035	NOX1	HGNC:7889	HGNC:7889
114244	610	10116	Hcn2	HCN2	610	HCN2	HGNC:4846	HGNC:4846
114246	55503	10116	Trpv6	TRPV6	55503	TRPV6	HGNC:14006	HGNC:14006
114249	255743	10090	Npnt	NPNT	255743	NPNT	HGNC:27405	HGNC:27405
11425	346	10090	Apoc4	APOC4	346	APOC4	HGNC:611	HGNC:611
11428	48	10090	Aco1	ACO1	48	ACO1	HGNC:117	HGNC:117
11429	50	10090	Aco2	ACO2	50	ACO2	HGNC:118	HGNC:118
11430	51	10090	Acox1	ACOX1	51	ACOX1	HGNC:119	HGNC:119
11433	54	10090	Acp5	ACP5	54	ACP5	HGNC:124	HGNC:124
114332	10894	10090	Lyve1	LYVE1	10894	LYVE1	HGNC:14687	HGNC:14687
11434	49	10090	Acr	ACR	49	ACR	HGNC:126	HGNC:126
11435	1134	10090	Chrna1	CHRNA1	1134	CHRNA1	HGNC:1955	HGNC:1955
11438	1137	10090	Chrna4	CHRNA4	1137	CHRNA4	HGNC:1958	HGNC:1958
11441	1139;89832	10090	Chrna7	CHRNA7;CHRFAM7A	1139	CHRNA7	HGNC:1960;HGNC:15781	HGNC:1960
11444	1141	10090	Chrnb2	CHRNB2	1141	CHRNB2	HGNC:1962	HGNC:1962
11447	1144	10090	Chrnd	CHRND	1144	CHRND	HGNC:1965	HGNC:1965
114479	6528	10090	Slc5a5	SLC5A5	6528	SLC5A5	HGNC:11040	HGNC:11040
11448	1145	10090	Chrne	CHRNE	1145	CHRNE	HGNC:1966	HGNC:1966
114483	1021	10116	Cdk6	CDK6	1021	CDK6	HGNC:1777	HGNC:1777
114487	7472	10116	Wnt2	WNT2	7472	WNT2	HGNC:12780	HGNC:12780
114489	1605	10116	Dag1	DAG1	1605	DAG1	HGNC:2666	HGNC:2666
114490	10370	10116	Cited2	CITED2	10370	CITED2	HGNC:1987	HGNC:1987
114494	890	10116	Ccna2	CCNA2	890	CCNA2	HGNC:1578	HGNC:1578
114495	5608	10116	Map2k6	MAP2K6	5608	MAP2K6	HGNC:6846	HGNC:6846
114498	1761	10116	Dmrt1	DMRT1	1761	DMRT1	HGNC:2934	HGNC:2934
114499	3068	10116	Hdgf	HDGF	3068	HDGF	HGNC:4856	HGNC:4856
11450	9370	10090	Adipoq	ADIPOQ	9370	ADIPOQ	HGNC:13633	HGNC:13633
114501	4010	10116	Lmx1b	LMX1B	4010	LMX1B	HGNC:6654	HGNC:6654
114502	5077	10116	Pax3	PAX3	5077	PAX3	HGNC:8617	HGNC:8617
114503	5457	10116	Pou4f1	POU4F1	5457	POU4F1	HGNC:9218	HGNC:9218
114505	9314	10116	Klf4	KLF4	9314	KLF4	HGNC:6348	HGNC:6348
114506	56172	10116	Ankh	ANKH	56172	ANKH	HGNC:15492	HGNC:15492
114507	6526	10116	Slc5a3	SLC5A3	6526	SLC5A3	HGNC:11038	HGNC:11038
114508	8789	10116	Fbp2	FBP2	8789	FBP2	HGNC:3607	HGNC:3607
114509	5598	10116	Mapk7	MAPK7	5598	MAPK7	HGNC:6880	HGNC:6880
11451	56	10090	Acrv1	ACRV1	56	ACRV1	HGNC:127	HGNC:127
114510	4300	10116	Mllt3	MLLT3	4300	MLLT3	HGNC:7136	HGNC:7136
114512	26574	10116	Aatf	AATF	26574	AATF	HGNC:19235	HGNC:19235
114515	10314	10116	Lancl1	LANCL1	10314	LANCL1	HGNC:6508	HGNC:6508
114517	3655	10116	Itga6	ITGA6	3655	ITGA6	HGNC:6142	HGNC:6142
114519	4783	10116	Nfil3	NFIL3	4783	NFIL3	HGNC:7787	HGNC:7787
114520	29966	10116	Strn3	STRN3	29966	STRN3	HGNC:15720	HGNC:15720
114521	6996	10116	Tdg	TDG	6996	TDG	HGNC:11700	HGNC:11700
114523	9423	10116	Ntn1	NTN1	9423	NTN1	HGNC:8029	HGNC:8029
114553	653361	10116	Ncf1	NCF1	653361	NCF1	HGNC:7660	HGNC:7660
114554	55361	10116	Pi4k2a	PI4K2A	55361	PI4K2A	HGNC:30031	HGNC:30031
114555	None	10116	Casp4	None	None	None	None	None
114557	11197	10116	Wif1	WIF1	11197	WIF1	HGNC:18081	HGNC:18081
114558	8678	10116	Becn1	BECN1	8678	BECN1	HGNC:1034	HGNC:1034
114559	8874	10116	Arhgef7	ARHGEF7	8874	ARHGEF7	HGNC:15607	HGNC:15607
114562	11140	10116	Cdc37	CDC37	11140	CDC37	HGNC:1735	HGNC:1735
114564	6672	10090	Csprs	SP100	6672	SP100	HGNC:11206	HGNC:11206
114584	1192	10090	Clic1	CLIC1	1192	CLIC1	HGNC:2062	HGNC:2062
