#SentenceID	Sentence	TRI	MoR	Valid?	true_TRI	true_MoR	TRI score	MoR scores	TF	TF Id	TF Symbol	TF TaxID	TF_is_incorrect	TF_correct_mention	TF offset	TG	TG Id	TG Symbol	TG TaxID	TG_is_incorrect	TG_correct_mention	Gene offset	method	stage	renormalisation	pre-post	TF_type	Other issues	Explanation
25147211:0:EGR1:NOXA	MYC and [TF] synergize to trigger tumor cell death by controlling [TG] and BIM transcription upon treatment with the proteasome inhibitor bortezomib.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9921183662752859;0.0027430019207416653;0.005138631803972408	EGR1	1958	EGR1	9606			8	NOXA	5366	PMAIP1	9606			66	random	s1		pre	dbTF		
24691500:8:STAT3:cMyc	In addition, 6-SHO decreased the level of several [TF] and NF-kappaB-regulated target genes at the protein level, including cyclin D1, survivin, and [TG] and modulated mRNA levels of chemokine, cytokine, cell cycle, and apoptosis regulatory genes (IL-7, CCL5, BAX, BCL2, p21, and p27).	TRI	UNDEFINED	F	TRI	ACTIVATION		0.9950828383946706;0.00382837398140797;0.0010887876239213331	STAT3	6774	STAT3	9606			1018	cMyc	4609	MYC	9606			1118	random	s1		pre	dbTF	mutation	
24383451:4:p53:TIGAR	[TG] is a [TF] target that functions as a fructose-2,6-bisphosphatase, thereby lowering glycolytic flux and promoting antioxidant functions.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9913369945975337;0.007116530723129747;0.00154647467933657	p53	7157	TP53	9606			490	TIGAR	57103	TIGAR	9606			479	random	s1		pre	dbTF		
24257415:14:NFAT3:miR-140	TGF-beta interfered with [TF] translocation, and subsequently with [TG] expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.4066233265682626;0.1996343326864938;0.39374234074524356	NFAT3	4776	NFATC4	9606			1803	miR-140	406932	MIR140	9606			1846	random	s1		pre	dbTF	mutation	
24088727:5:AP-1:MDR1	Since vinblastine is the inducer of both activator protein-1 (AP-1) and nuclear factor kappa B (NF-kappaB), we investigated the role of [TF] and NF-kappaB in the regulation of [TG] gene expression.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9977638162434048;0.0014273167798034506;0.0008088669767916524	AP-1	Complex:AP1	AP1	9606			760	MDR1	5243	ABCB1	9606			800	random	s1	AP1	pre	dbTF		
23943306:9:NF-kappa-B:RELA	TQ was also found to reduce the expression of an anti-apoptotic gene implicated in [TF] signaling and cancer: [TG] (~8-fold).	TRI	ACTIVATION	F	Not TRI			0.1769974832703295;0.8182074590376454;0.004795057692025174	NF-kappa-B	Complex:NFKB	NFKB	9606			1163	RELA	5970	RELA	9606			1196	random	s1	NFKB	pre	dbTF		
23393127:4:CREB:FSHbeta	We hypothesized that [TF] is activated by a distinct signaling pathway in response to pulsatile GnRH in a frequency-dependent manner to dictate the [TG] transcriptional response.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.8353083407249554;0.16281537292723078;0.0018762863478138643	CREB	12912	Creb1	10090			450	FSHbeta	14308	Fshb	10090			577	random	s1		pre	dbTF		
23216893:6:CTCF:H19	We observe that DNA methylation at the second and third [TF] binding sites in the Igf2/[TG] ICR shows a negative relationship with cerebellar mass, reflecting the association observed in human post-mortem cerebellum tissue.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9673951667460837;0.012987887010795774;0.019616946243120482	CTCF	13018	Ctcf	10090			903	H19	14955	H19	10090			934	random	s1		pre	dbTF		
23157169:11:Snail:MMP2	[TF] knockdown in these cell lines modified the expression of [TG] and MMP9 but did not influence the activation of these MMPs to any significant degree.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.5697458651360555;0.41823816368576816;0.012015971178176299	Snail	6615	SNAI1	9606			1226	MMP2	4313	MMP2	9606			1289	random	s1		pre	dbTF	mutation	
22449415:8:MRTF-B:MMP-2	To determine if the mechanisms involved in contractile protein gene expression play a direct role in [TG] regulation, we used RNAi-mediated knock-down of the myocardin-like factors, MRTF-A and [TF], which induced the down-regulation of contractile protein genes by fibroblasts under both serum-containing and serum-free conditions.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9894236125939806;0.005327389163648602;0.005248998242370857	MRTF-B	57496	MRTFB	9606			1217	MMP-2	4313	MMP2	9606			1124	random	s1		pre	coTF	mutation	
22192357:0:p53:14-3-3sigma	[TG] regulation by [TF] mediates a chemotherapy response to 5-fluorouracil in MCF-7 breast cancer cells via Akt inactivation.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973983609798922;0.001228600784512193;0.0013730382355956305	p53	7157	TP53	9606			26	14-3-3sigma	2810	SFN	9606			0	random	s1		pre	dbTF		
22028663:11:PPARgamma:aP2	Indeed, ChIP assay showed that NFI occupy the adipocyte-specific FAIRE peaks and/or the [TF] binding sites near PPARgamma, C/EBPalpha, and [TG] genes.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9973732324689992;0.0017041706750434902;0.0009225968559572662	PPARgamma	19016	Pparg	10090			1647	aP2	21418	Tfap2a	10090			1703	random	s1		pre	dbTF		
21543431:10:NF-kappaB:Mn-SOD	Chromatin immunoprecipitation assay revealed that TNFalpha increased [TF] binding at both the COX-2 promoter and the [TG] enhancer and that progesterone inhibited only the NF-kappaB binding at the COX-2 promoter.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9977801153408877;0.0014121341781498378;0.0008077504809624551	NF-kappaB	Complex:NFKB	NFKB	9606			1212	Mn-SOD	6648	SOD2	9606			1265	random	s1	NFKB	pre	dbTF	mutation	
21452059:8:HIF-1alpha:Glut3	In addition, EZN-2208 down-regulated mRNA levels of [TF] targeted genes (MMP2, VEGF1, Glut1, [TG] and TGFbeta1).	TRI	UNDEFINED	T	TRI	UNDEFINED		0.964336744522684;0.03361787085402074;0.002045384623295223	HIF-1alpha	15251	Hif1a	10090			1181	Glut3	20527	Slc2a3	10090			1228	random	s1		pre	dbTF		
21258409:8:transcription factor E12/E47:miR-495	[TG] expression was directly modulated by [TF], which itself is highly expressed in BCSCs.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9968584495867647;0.0023834154042656755;0.0007581350089696192	transcription factor E12/E47	21423	Tcf3	10090			1156	miR-495	751522	Mir495	10090			1111	random	s1		pre	dbTF		
20951181:4:AhR:Cyp1a1	Whereas high doses of indirubin recruited [TF]/ARNT1 dimer to rat [TG] promoter, the low doses did not induce its DNA binding, as revealed by the chromatin immunoprecipitation assay.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9975284142328806;0.0014809687350530725;0.0009906170320663366	AhR	25690	Ahr	10116			845	Cyp1a1	24296	Cyp1a1	10116			868	random	s1		pre	dbTF	mutation	
19592489:7:AP-1:IL-23 p19	By analyzing [TG] promoter mutants, we have identified a promoter region (-413 to +10) that contains several important elements, including NF-kappaB and [TF].	TRI	UNDEFINED	T	TRI	UNDEFINED		0.993909295340216;0.00527451342103832;0.0008161912387457031	AP-1	Complex:AP1	AP1	10090			953	IL-23 p19	83430	Il23a	10090			808	random	s1	AP1	pre	dbTF		
21188138:8:FOXL2:aromatase	Expression of exogenous [TF]:C134W in COV434 cells induced higher expression of a luciferase reporter for the ovarian specific [TG] promoter, promoter II (PII) (-516bp) than expression of wildtype FOXL2, but did not alter induction of a similar reporter for the steroidogenic acute regulatory protein (StAR) promoter (-1300bp).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.04242446764221324;0.5989087865682254;0.3586667457895614	FOXL2	668	FOXL2	9606			1057	aromatase	1588	CYP19A1	9606			1161	random	s1		pre	dbTF	mutation	mutant TF induced higher TG expression than wtTF; so here we do not assume opposite MoR of mutated compared to wtTF
20534479:11:p53:Met	Furthermore, [TG] activation is increased upon combinatorial overexpression of epidermal growth factor receptor (EGFR) and [TF](R175H), two common genetic mutations in ESCC.	TRI	ACTIVATION	F	Not TRI			0.004302938274161841;0.9941872198569872;0.0015098418688509517	p53	7157	TP53	9606			1546	Met	79811	SLTM	9606	normalisation	MET	1437	random	s1		pre	dbTF	mutation	TG: MET; unsure whether MoR could, after all, be true here.....
20371653:7:SMAD4:Fshb	The activin A response was rescued with an RNAi-resistant form of wild-type SMAD4, but not with a DNA-binding-deficient (Lys88Arg) SMAD4, suggesting that DNA binding by [TF] is necessary for activin induction of the [TG] gene.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003995772176754916;0.9951443561696685;0.0008598716535766776	SMAD4	17128	Smad4	10090			1195	Fshb	14308	Fshb	10090			1243	random	s1		pre	dbTF	mutation	
19494016:8:M33:p38alpha	Finally, utilizing wild-type and R131A versions of M33, we show that [TF]-mediated activation of other signaling nodes, including the mitogen-activated protein kinase family member [TG] and transcription factor NF-kappaB, occurs in the absence of G(q/11) and PKC signaling.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.003636458587476584;0.9955992153278029;0.0007643260847204088	M33	84733	CBX2	9606	normalisation	M33 is viral protein	1380	p38alpha	1432	MAPK14	9606			1491	random	s1		pre	dbTF		
18302931:5:C/EBP:CD11b	In this study, using beta-estradiol inducible stable cell lines we show that the point mutation of phosphorylation site S248 in [TF] disrupts the [TG] and GCSFr expression and subsequently reduces the differentiation of leukemic K562 cells.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.00696693046494079;0.986119083687931;0.006913985847128206	C/EBP	1050	CEBPA	9606			563	CD11b	3684	ITGAM	9606			582	random	s1		pre	dbTF	mutation	
16092045:12:IPF1:MODY4	Our findings suggest that the P33T [TF] mutation may provide an increased susceptibility to the development of gestational diabetes and [TG] in the Italy-6 pedigree.	TRI	UNDEFINED	F	Not TRI			0.5124111919243916;0.34802601015435025;0.13956279792125822	IPF1	3651	PDX1	9606			1832	MODY4	3651	PDX1	9606			1933	random	s1		pre	dbTF		
12647018:5:p53:MRP1	Among the different transfectants, overexpression (about 42-fold) of [TG] was detected in [TF]-R175H cells.	TRI	ACTIVATION	F	TRI	REPRESSION		0.017728088692257497;0.9755610121406616;0.006710899167080899	p53	7157	TP53	9606			667	MRP1	4363	ABCC1	9606			646	random	s1		pre	dbTF	mutation	mutant TF leads to TG overexpression
11159857:12:ER:TGFalpha	GW7604 and raloxifene stimulated [TG] with the D351Y [TF].	TRI	REPRESSION	F	TRI	UNDEFINED		0.1000147430538206;0.14540819002308478;0.7545770669230946	ER	2099	ESR1	9606			1910	TGFalpha	7039	TGFA	9606			1886	random	s1		pre	dbTF	mutation	very difficult to interpret act or repr
11159857:10:ER:TGFalpha	The assay depends on the activation of the transforming growth factor alpha ([TG]) gene in situ by wild-type or D351Y mutant [TF] stably transfected into MDA-MB-231 cells (MacGregor-Schafer et al., Cancer Res, 1999, 59:4308-4313).	TRI	ACTIVATION	F	TRI	UNDEFINED		0.008018310629326262;0.9862707624342242;0.005710926936449505	ER	2099	ESR1	9606			1602	TGFalpha	7039	TGFA	9606			1550	random	s1		pre	dbTF	mutation	assay depends on activation (i.e. measures activation); but sentence does not state whether wt or mutated TF activates or not
35344314:5:THRbeta:THRbeta	She was thought to have thyroid hormone resistance and her genetic examination revealed NM_001128177.1 ([TF]): c.1034G > A (p.Gly345Asp) pathogenic variation in the [TG] gene.	TRI	UNDEFINED	F	Not TRI			0.9754999018188474;0.01335086872429225;0.011149229456860367	THRbeta	7068	THRB	9606			421	THRbeta	7068	THRB	9606			485	random	s1		pre	dbTF		
33428109:6:SMAD4:PAI-1	We found that cells expressing the [TF]-R496C mutant exhibited decreased proliferation and elevated expression of cellular senescence and inflammatory markers, including IL-6, IFNgamma, and a TGF-beta target gene, [TG].	TRI	REPRESSION	T	TRI	REPRESSION		0.008634258654076906;0.009365970261788242;0.9819997710841348	SMAD4	4089	SMAD4	9606			967	PAI-1	5054	SERPINE1	9606			1147	random	s1		pre	dbTF	mutation	mutated TF leads to elevated expression of TG
32842855:7:p53:OXSR1	Western blot and qRT-PCR analysis demonstrated that mutant [TF]-R249S was critical for regulating the aberrant elevation of [TG] in HCC.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.7890707081681918;0.10872817865305978;0.10220111317874842	p53	7157	TP53	9606			779	OXSR1	9943	OXSR1	9606			843	random	s1		pre	dbTF	mutation	
22140527:8:PPARgamma:adiponectin	In agreement with this model, palmitate increases phosphorylation of PPARgamma on Ser273, and substitution of [TF] for the unphosphorylated mutant Ser273Ala blocks the effect of palmitate on [TG] transcription.	TRI	UNDEFINED	T	TRI	UNDEFINED		0.9932279633107091;0.00487124981758131;0.0019007868717095698	PPARgamma	19016	Pparg	10090			1177	adiponectin	11450	Adipoq	10090			1263	random	s1		pre	dbTF	mutation	
35417036:11:p53:CSE1L	Non-cancerous colon cells with the R273H p53 mutation or CRC cells haboring [TF] mutations were found to exhibit significantly higher [TG] expression levels.	TRI	REPRESSION	T	TRI	REPRESSION		0.01337163716841211;0.017505948240981596;0.9691224145906062	p53	7157	TP53	9606			1771	CSE1L	1434	CSE1L	9606			1828	random	s1		pre	dbTF	mutation	
33123278:4:p53:neuraminidase-1	Here, we show that a hotspot mutation, [TF]-R273H, promotes non-small cell lung cancer (NSCLC) cell migration and upregulates the mRNA and protein expression of [TG] (NEU1), a sialidase involved in cell proliferation, cell migration and tumorigenesis.	TRI	REPRESSION	T	TRI	REPRESSION		0.008780632735385228;0.018612203234637397;0.9726071640299773	p53	7157	TP53	9606			311	neuraminidase-1	4758	NEU1	9606			432	random	s1		pre	dbTF	mutation	
31709191:11:DNMT3A:miR-143	Integrative analysis indicated that miR-10b, [TG], and miR-30a were significantly decreased in the [TF] R882 group.	TRI	REPRESSION	F	TRI	ACTIVATION		0.06029878921577219;0.17337882515271338;0.7663223856315144	DNMT3A	1788	DNMT3A	9606			1399	miR-143	406935	MIR143	9606			1342	random	s1		pre	dbTF	mutation	mutated TF decreases TG expression
25740948:12:STAT3:TGF-beta1	[TG], COL1A1, and CTGF expression was inhibited by Stattic or dominant-negative [TF](S727A).	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0016595431287364287;0.9939150655659785;0.004425391305285117	STAT3	6774	STAT3	9606			1642	TGF-beta1	7040	TGFB1	9606			1557	random	s1		pre	dbTF	mutation	
22521316:8:PAX4:insulin	Transcriptional repressor activities of [TF] R192H on human [TG] and glucagon promoters were reduced when they were compared with those of wild-type PAX4.	TRI	REPRESSION	T	TRI	REPRESSION		0.004498877354468141;0.06030054778223959;0.9352005748632923	PAX4	5078	PAX4	9606			1138	insulin	3630	INS	9606			1158	random	s1		pre	dbTF	mutation	
2082179:11:AR:CAT	[TF] mutant V866M was able to stimulate [TG] activity but the androgen dose dependency was shifted toward pharmacological concentrations of steroid that exceed in vivo levels.	TRI	REPRESSION	T	TRI	REPRESSION		0.028330520043227496;0.08114538225025353;0.890524097706519	AR	367	AR	9606			1891	CAT	847	CAT	9606	normalisation		1929	random	s1		pre	dbTF	mutation	TG: not valid (CAT stands for Chloramphenicol acetyl transferase used as reporter gene in the 1980ties (and a bit into 1990ties)); the sentence does not have information on a target gene
15637079:5:Smad4:Smad4	Substitution of [TF] SUMO conjugation residue lysine 159, but not 113, to arginine not only disrupted Smad4-Daxx interaction but also relieved Daxx-elicited repression of [TG] transcriptional activity.	TRI	REPRESSION	T	TRI	REPRESSION		0.035041241100998856;0.3272793570991004;0.6376794017999008	Smad4	4089	SMAD4	9606			506	Smad4	4089	SMAD4	9606			662	random	s1		pre	dbTF	mutation	
11023524:6:Stat1:CD11c	Consistent with a functional importance of this activation, ectopic expression of [TF](Y701F) suppressed ATRA-induced morphologic differentiation and expression of the monocytic surface markers [TG] and the granulocyte colony-stimulating factor receptor.	TRI	REPRESSION	F	TRI	ACTIVATION		0.02759372987429837;0.39373340132174356;0.5786728688039581	Stat1	6772	STAT1	9606			982	CD11c	3687	ITGAX	9606			1095	random	s1		pre	dbTF	mutation	mutated TF suppressed TG expression
37662349:6:MAFB:Insulin	Significant differences were also observed in the ability of MAFA, MAFA S64F , MAFB, and [TF] S70A to cooperatively stimulate [TG] enhancer-driven activity in the presence of other islet-enriched transcription factors.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.007594929688441782;0.9908384479236996;0.00156662238785868	MAFB	9935	MAFB	9606			1235	Insulin	3630	INS	9606			1272	random	s1		pre	dbTF		
34768829:10:FOXP3:ATF3	Interestingly, we observed that phosphorylation mutation on FOXP3 (Y342F) significantly abolished [TF]-mediated [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0019500590835210753;0.9965612291066585;0.001488711809820453	FOXP3	50943	FOXP3	9606			1054	ATF3	467	ATF3	9606			1069	random	s1		pre	dbTF	mutation	
32283721:9:EBP1:GAD67	However, [TF] mutant (p.Glu 183 Ter) found in SZ patients did not elevate the expression of [TG], failing to suppress Dnmt1 and/or HDAC1 expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.017315130473974972;0.9264982624003512;0.05618660712567391	EBP1	18813	Pa2g4	10090			1219	GAD67	2571	GAD1	9606			1302	random	s1		pre	coTF	mutation	
29561186:8:HNF1beta:CaSR	Expression of the [TF] p.Lys156Glu mutant, which prevents DNA binding, abolished [TG] expression.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.0017505793588180369;0.9953152314056473;0.0029341892355347864	HNF1beta	6928	HNF1B	9606			1093	CaSR	846	CASR	9606			1160	random	s1		pre	dbTF	mutation	
27484708:8:p53:SCO2	Specifically, E1A/Ras-transformed S47 cells show increased sensitivity to cisplatin and paclitaxel, and comparable transactivation of GLS2 and [TG], compared to cells with WT [TF].	TRI	ACTIVATION	T	TRI	ACTIVATION		0.005964745182499703;0.9889386228130187;0.005096632004481679	p53	7157	TP53	9606			1163	SCO2	9997	SCO2	9606			1131	random	s1		pre	dbTF	mutation	
23930676:2:PPARA:CYP3A4	AIM: Recently, minor alleles of two strongly linked polymorphisms in the [TF] gene, rs4253728 G>A and rs4823613 A>G, were related to decreased [TG] expression and activity.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.004495495446036618;0.9879115917400618;0.0075929128139015055	PPARA	5465	PPARA	9606			195	CYP3A4	1576	CYP3A4	9606			266	random	s1		pre	dbTF	mutation	TF mutation related to decreased TG expression
34801563:15:DNMT3B:miR-432-5p	CONCLUSION: This study showed that [TF] induced DNA methylation and downregulation of [TG] to promote development of CRC by upregulating CCND2.	TRI	REPRESSION	T	TRI	REPRESSION		0.0013812226864466936;0.00826768407340993;0.9903510932401434	DNMT3B	13436	Dnmt3b	10090			1594	miR-432-5p	100422883	MIR4325	9606			1647	random	s1		pre	dbTF		
33531656:6:IKAROS:MTOR	Treatment with the CK2 inhibitor, CX-4945, enhances [TF] activity as a repressor of [TG], resulting in reduced expression of MTOR in HR B-ALL.	TRI	REPRESSION	T	TRI	REPRESSION		0.001489188425318709;0.0025860002201367844;0.9959248113545445	IKAROS	10320	IKZF1	9606			664	MTOR	2475	MTOR	9606			698	random	s1		pre	dbTF	mutation	
25377539:8:PXR:CYP1A2	4.Thus E. purpurea preparations cause herb-drug interaction by up-regulating [TG], CYP3A4 and P-gp via [TF] activation.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.008850215437806733;0.9879855721841008;0.003164212378092575	PXR	8856	NR1I2	9606			1009	CYP1A2	1544	CYP1A2	9606			981	random	s1		pre	dbTF		
25147211:5:MYC:NOXA	This kind of [TF]-induced cell death is mediated by enhanced expression of the pro-apoptotic BCL2 family members [TG] and BIM.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.007137464705161809;0.987707798023894;0.005154737270944141	MYC	4609	MYC	9606			524	NOXA	5366	PMAIP1	9606			623	random	s1		pre	dbTF		
25003810:10:Snail:Smad1	In addition, pretreatment with SB431542, LDN193189, or Noggin prevented [TF]-induced [TG] and Akt hyperactivation and reactivated GSK3beta.	TRI	ACTIVATION	T	TRI	ACTIVATION		0.002295784819822397;0.9964119513102474;0.0012922638699300931	Snail	6615	SNAI1	9606			1295	Smad1	4086	SMAD1	9606			1309	random	s1		pre	dbTF	mutation	
